,Unnamed: 0.1,Unnamed: 0,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
90,39.0,,Indiana Pacers,Miami Heat,22200121,101,99,0.375,0.447,0.375,0.806,44.0,27.3,15.3,6.4,6.7,-2.2,115.0,117.4,0.568,0.444,0.455,0.35,0.861,41.5,25.6,13.8,7.8,3.2,-0.9,110.8,112.4,0.57,1,11/04/2022
91,40.0,,Minnesota Timberwolves,Milwaukee Bucks,22200129,102,115,0.5,0.462,0.326,0.753,46.3,24.3,14.6,7.8,5.4,0.6,109.9,108.6,0.555,1.0,0.454,0.325,0.74,51.1,23.4,14.2,7.9,7.2,11.2,112.5,101.3,0.556,0,11/04/2022
92,41.0,,Washington Wizards,Brooklyn Nets,22200123,86,128,0.5,0.483,0.341,0.815,43.6,24.4,14.2,6.4,6.4,-0.6,111.4,112.2,0.579,0.25,0.48,0.338,0.804,38.7,24.9,14.4,6.8,8.3,-6.7,111.6,118.3,0.589,0,11/04/2022
93,42.0,,Memphis Grizzlies,Charlotte Hornets,22200125,130,99,0.625,0.467,0.388,0.699,44.2,22.8,14.4,6.8,5.5,-2.2,114.5,117.9,0.568,0.375,0.461,0.368,0.709,44.2,26.5,14.5,7.2,5.9,-1.1,108.8,110.0,0.55,1,11/04/2022
94,43.0,,New Orleans Pelicans,Golden State Warriors,22200128,114,105,0.571,0.485,0.39,0.784,44.3,27.9,14.0,8.6,3.8,5.6,115.0,109.9,0.577,0.333,0.471,0.357,0.796,39.8,27.7,15.4,7.2,4.1,-3.3,112.8,116.8,0.585,1,11/04/2022
95,44.0,,New York Knicks,Boston Celtics,22200135,118,133,0.5,0.461,0.322,0.736,48.4,24.0,14.5,5.5,5.9,0.2,110.0,110.0,0.55,0.625,0.472,0.371,0.861,41.0,24.4,13.7,5.5,6.2,2.0,115.3,113.0,0.605,0,11/05/2022
96,45.0,,Phoenix Suns,Portland Trail Blazers,22200139,102,82,0.75,0.482,0.363,0.824,42.1,29.6,13.6,8.1,5.0,10.2,117.6,107.2,0.59,0.75,0.473,0.385,0.79,44.9,22.8,16.7,7.1,4.2,3.2,113.0,109.9,0.586,1,11/05/2022
97,46.0,,Orlando Magic,Sacramento Kings,22200132,123,126,0.222,0.462,0.323,0.77,46.0,19.9,16.0,6.3,6.1,-4.4,108.6,112.9,0.565,0.286,0.477,0.362,0.755,41.7,27.2,15.4,5.8,3.8,-2.7,112.2,114.2,0.59,0,11/05/2022
98,47.0,,Milwaukee Bucks,Oklahoma City Thunder,22200136,108,94,1.0,0.457,0.34,0.716,50.7,24.0,14.0,7.8,6.5,11.4,112.1,101.0,0.56,0.5,0.447,0.286,0.781,43.9,23.2,11.8,9.1,5.6,0.2,108.2,108.3,0.534,1,11/05/2022
99,48.0,,Atlanta Hawks,New Orleans Pelicans,22200134,124,121,0.625,0.471,0.359,0.814,43.1,25.5,11.9,7.1,5.7,0.9,113.8,113.2,0.563,0.625,0.487,0.393,0.769,43.5,27.5,14.3,8.8,3.5,6.0,115.0,109.4,0.581,1,11/05/2022
100,49.0,,Denver Nuggets,San Antonio Spurs,22200138,126,101,0.625,0.484,0.416,0.734,45.3,27.2,14.7,6.3,3.8,-1.0,113.7,114.5,0.59,0.556,0.461,0.384,0.747,41.8,28.9,16.3,6.6,4.2,-5.8,110.5,115.8,0.567,1,11/05/2022
101,50.0,,Minnesota Timberwolves,Houston Rockets,22200137,129,117,0.444,0.458,0.318,0.754,46.3,24.0,14.7,7.2,5.2,-0.9,108.7,108.7,0.551,0.111,0.418,0.334,0.776,46.3,19.0,15.8,7.2,4.8,-8.5,105.1,114.3,0.524,1,11/05/2022
102,51.0,,Charlotte Hornets,Brooklyn Nets,22200133,94,98,0.333,0.453,0.361,0.723,43.5,25.8,14.8,7.5,5.9,-4.2,106.8,111.3,0.545,0.333,0.489,0.354,0.817,39.9,25.8,13.9,7.0,8.2,-1.3,113.8,115.0,0.597,0,11/05/2022
103,52.0,,Los Angeles Lakers,Cleveland Cavaliers,22200140,100,114,0.25,0.438,0.283,0.8,44.5,22.9,14.1,8.0,5.5,-5.0,103.1,107.7,0.531,0.875,0.477,0.406,0.804,44.4,25.4,14.9,5.4,5.2,12.0,115.1,103.3,0.594,0,11/06/2022
104,53.0,,LA Clippers,Utah Jazz,22200143,102,110,0.556,0.468,0.329,0.734,45.2,21.6,16.8,6.9,6.3,-3.9,103.0,106.2,0.56,0.7,0.465,0.367,0.749,44.1,27.9,15.3,9.0,5.3,4.1,114.4,109.6,0.572,0,11/06/2022
105,54.0,,Toronto Raptors,Chicago Bulls,22200141,113,104,0.556,0.462,0.379,0.77,44.5,24.7,12.3,10.9,5.4,7.2,115.6,108.5,0.571,0.5,0.456,0.379,0.853,43.1,23.2,14.6,8.7,5.0,2.0,110.7,108.7,0.571,1,11/06/2022
106,55.0,,Memphis Grizzlies,Washington Wizards,22200142,103,97,0.667,0.472,0.395,0.705,45.6,23.9,14.8,6.7,5.9,1.4,115.3,114.8,0.573,0.444,0.47,0.327,0.815,43.2,23.7,14.1,6.2,6.0,-5.3,108.8,114.4,0.566,1,11/06/2022
107,56.0,,Philadelphia 76ers,Phoenix Suns,22200148,100,88,0.4,0.475,0.394,0.795,39.8,25.3,13.3,8.5,4.8,0.6,114.0,113.0,0.592,0.778,0.476,0.363,0.814,42.5,28.9,13.7,8.0,6.1,11.3,116.4,105.1,0.584,1,11/07/2022
108,57.0,,Golden State Warriors,Sacramento Kings,22200156,116,113,0.3,0.473,0.359,0.81,38.8,27.3,16.1,7.2,3.8,-3.8,112.1,116.6,0.589,0.375,0.481,0.363,0.741,40.5,26.4,15.0,5.6,3.8,-2.0,112.3,113.9,0.592,1,11/07/2022
109,58.0,,San Antonio Spurs,Denver Nuggets,22200154,109,115,0.5,0.463,0.385,0.733,40.5,28.9,16.2,6.8,4.1,-7.7,109.8,117.0,0.567,0.667,0.498,0.426,0.722,45.6,28.3,15.1,6.7,3.4,1.9,115.3,113.3,0.601,0,11/07/2022
110,59.0,,Chicago Bulls,Toronto Raptors,22200151,111,97,0.455,0.456,0.377,0.852,43.5,23.6,14.9,8.4,5.5,1.0,110.5,109.6,0.57,0.6,0.458,0.367,0.768,45.5,25.2,12.1,10.9,5.9,7.5,116.0,108.5,0.563,1,11/07/2022
111,60.0,,LA Clippers,Cleveland Cavaliers,22200158,119,117,0.5,0.471,0.32,0.726,43.9,21.7,16.5,7.4,5.8,-4.3,103.0,106.7,0.559,0.889,0.473,0.389,0.818,44.8,24.7,14.8,5.6,5.3,12.2,114.8,102.9,0.591,1,11/07/2022
112,61.0,,Orlando Magic,Houston Rockets,22200145,127,134,0.2,0.471,0.311,0.784,45.7,20.4,16.0,6.4,5.8,-4.3,108.9,112.9,0.57,0.1,0.424,0.344,0.763,44.8,19.7,16.5,7.5,4.3,-8.8,106.0,115.4,0.531,0,11/07/2022
113,62.0,,Miami Heat,Portland Trail Blazers,22200150,107,110,0.4,0.448,0.342,0.877,41.5,24.7,14.3,8.0,3.0,-1.0,109.3,111.1,0.567,0.667,0.463,0.389,0.773,44.6,22.9,17.0,6.9,4.6,0.7,110.3,109.5,0.573,0,11/07/2022
114,63.0,,Detroit Pistons,Oklahoma City Thunder,22200146,112,103,0.2,0.427,0.343,0.788,42.3,21.2,14.7,6.4,3.5,-11.5,106.8,118.1,0.539,0.444,0.445,0.292,0.768,43.4,23.1,12.3,8.8,5.4,-1.3,107.0,108.6,0.532,1,11/07/2022
115,64.0,,Utah Jazz,Los Angeles Lakers,22200157,139,116,0.727,0.465,0.368,0.772,43.9,27.0,15.9,8.6,5.2,4.5,114.1,109.0,0.577,0.222,0.44,0.284,0.777,44.3,23.0,14.4,7.5,5.3,-5.9,102.7,108.2,0.53,1,11/07/2022
116,65.0,,Dallas Mavericks,Brooklyn Nets,22200155,96,94,0.625,0.483,0.35,0.745,40.8,20.2,13.8,8.7,4.2,6.1,117.5,111.1,0.599,0.4,0.479,0.352,0.825,40.3,25.7,13.7,7.2,8.5,-0.8,113.0,113.6,0.59,1,11/07/2022
117,66.0,,Atlanta Hawks,Milwaukee Bucks,22200149,117,98,0.667,0.469,0.344,0.818,43.2,25.4,11.9,7.6,5.8,1.1,113.2,112.5,0.561,1.0,0.453,0.343,0.729,51.4,23.9,14.6,7.7,6.5,11.7,112.0,100.6,0.56,1,11/07/2022
118,67.0,,Indiana Pacers,New Orleans Pelicans,22200147,129,122,0.444,0.449,0.368,0.79,43.7,27.3,15.7,6.4,6.5,-1.7,113.4,115.0,0.567,0.556,0.48,0.385,0.762,44.5,26.6,14.3,8.6,3.8,4.9,114.1,109.4,0.571,1,11/07/2022
119,68.0,,Minnesota Timberwolves,New York Knicks,22200153,107,120,0.5,0.471,0.331,0.758,45.1,25.3,15.5,7.5,5.2,0.4,110.3,109.2,0.566,0.444,0.466,0.33,0.753,48.0,23.8,14.4,5.6,5.7,-1.4,111.0,112.8,0.556,0,11/07/2022
120,69.0,,Charlotte Hornets,Washington Wizards,22200144,100,108,0.3,0.445,0.357,0.72,44.4,25.6,14.9,7.1,6.0,-4.2,106.2,110.7,0.539,0.4,0.465,0.309,0.81,44.0,24.0,13.8,6.1,6.0,-5.4,108.2,113.9,0.558,0,11/07/2022
121,70.0,,Memphis Grizzlies,Boston Celtics,22200152,106,109,0.7,0.468,0.388,0.713,46.3,23.6,14.5,6.9,5.6,1.9,114.8,113.6,0.568,0.667,0.479,0.393,0.869,40.3,25.1,13.6,5.5,5.7,3.4,117.5,113.7,0.617,0,11/07/2022
122,71.0,,San Antonio Spurs,Memphis Grizzlies,22200169,122,124,0.455,0.468,0.384,0.723,40.2,29.0,16.8,7.4,4.1,-7.5,109.4,116.5,0.571,0.636,0.466,0.382,0.709,46.1,23.9,14.2,6.6,5.4,1.4,113.9,113.3,0.566,0,11/09/2022
123,72.0,,Chicago Bulls,New Orleans Pelicans,22200166,111,115,0.5,0.461,0.373,0.85,43.9,24.1,15.4,8.2,5.6,2.1,110.2,108.3,0.573,0.5,0.482,0.388,0.758,44.3,27.1,13.8,8.4,3.8,3.8,114.7,111.0,0.572,0,11/09/2022
124,73.0,,Brooklyn Nets,New York Knicks,22200164,112,85,0.364,0.476,0.351,0.819,40.1,25.6,13.9,7.8,8.2,-0.9,112.4,113.2,0.585,0.5,0.463,0.339,0.771,47.3,23.9,14.8,6.3,5.3,0.0,111.4,111.8,0.56,1,11/09/2022
125,74.0,,Boston Celtics,Detroit Pistons,22200163,128,112,0.7,0.477,0.387,0.855,40.8,25.2,13.8,5.5,5.7,3.4,116.7,112.8,0.613,0.273,0.426,0.337,0.785,43.6,21.0,14.8,6.3,4.0,-9.7,107.0,116.5,0.537,1,11/09/2022
126,75.0,,LA Clippers,Los Angeles Lakers,22200170,114,101,0.545,0.474,0.333,0.734,42.8,21.4,15.9,7.4,5.5,-3.8,104.7,107.7,0.567,0.2,0.444,0.291,0.792,43.1,22.2,14.5,7.4,5.3,-7.5,103.5,110.8,0.537,1,11/09/2022
127,76.0,,Orlando Magic,Dallas Mavericks,22200161,94,87,0.182,0.478,0.324,0.786,44.9,21.0,16.4,6.5,5.7,-4.5,110.3,114.7,0.578,0.667,0.479,0.357,0.753,41.4,20.2,14.9,8.6,4.1,5.7,116.6,110.5,0.597,1,11/09/2022
128,77.0,,Sacramento Kings,Cleveland Cavaliers,22200171,127,120,0.333,0.472,0.362,0.757,40.5,26.0,14.5,6.0,3.4,-2.1,111.8,113.7,0.586,0.8,0.478,0.399,0.809,45.1,25.1,15.0,5.6,5.0,10.8,115.1,104.7,0.595,1,11/09/2022
129,78.0,,Atlanta Hawks,Utah Jazz,22200162,119,125,0.7,0.469,0.348,0.818,43.5,25.1,11.9,7.9,5.5,2.8,113.2,110.8,0.56,0.75,0.473,0.372,0.772,43.6,27.2,15.7,8.7,5.3,6.0,115.7,109.3,0.585,0,11/09/2022
130,79.0,,Indiana Pacers,Denver Nuggets,22200160,119,122,0.5,0.454,0.379,0.802,43.8,27.8,15.8,6.4,6.7,-0.9,114.7,115.6,0.577,0.7,0.502,0.419,0.715,44.9,28.7,15.7,7.4,3.8,2.3,114.9,112.5,0.6,0,11/09/2022
131,80.0,,Minnesota Timberwolves,Phoenix Suns,22200167,117,129,0.455,0.471,0.325,0.765,44.4,25.4,15.7,7.4,5.4,-0.8,109.6,109.8,0.568,0.7,0.473,0.361,0.815,42.2,28.1,13.9,8.0,6.0,9.1,114.3,105.4,0.58,0,11/09/2022
132,81.0,,Charlotte Hornets,Portland Trail Blazers,22200159,95,105,0.273,0.442,0.339,0.718,44.5,25.7,14.6,7.2,6.1,-4.6,105.8,110.8,0.532,0.7,0.469,0.395,0.78,44.1,23.4,17.3,7.0,4.3,0.9,110.8,109.9,0.582,0,11/09/2022
133,82.0,,Toronto Raptors,Houston Rockets,22200165,116,109,0.545,0.455,0.364,0.764,44.0,25.0,12.3,10.8,6.0,5.5,113.9,108.4,0.559,0.182,0.433,0.362,0.759,44.4,20.7,17.0,7.6,4.5,-7.4,108.4,116.2,0.544,1,11/09/2022
134,83.0,,Oklahoma City Thunder,Milwaukee Bucks,22200168,132,136,0.4,0.441,0.293,0.757,43.5,23.1,12.0,8.8,5.9,-2.0,106.4,108.8,0.525,0.9,0.449,0.341,0.735,50.2,23.6,15.0,7.4,6.7,8.6,110.4,101.9,0.556,0,11/09/2022
135,84.0,,Miami Heat,Charlotte Hornets,22200174,117,112,0.364,0.45,0.344,0.877,40.8,25.1,14.1,8.3,3.0,-1.2,109.7,111.5,0.569,0.25,0.437,0.33,0.717,44.7,25.6,14.4,7.5,5.9,-5.1,105.7,111.0,0.527,1,11/10/2022
136,85.0,,Atlanta Hawks,Philadelphia 76ers,22200173,104,95,0.636,0.469,0.343,0.818,44.3,24.9,11.7,7.6,5.5,2.0,113.3,111.6,0.556,0.455,0.467,0.392,0.801,40.9,25.2,13.6,8.2,4.9,1.7,113.6,111.4,0.587,1,11/10/2022
137,86.0,,Washington Wizards,Dallas Mavericks,22200172,113,105,0.455,0.47,0.306,0.788,44.4,23.8,13.9,5.7,6.0,-4.1,108.5,112.8,0.56,0.6,0.468,0.346,0.745,40.4,20.0,14.1,9.2,4.1,4.5,114.3,109.5,0.584,1,11/10/2022
138,87.0,,New Orleans Pelicans,Portland Trail Blazers,22200175,95,106,0.545,0.483,0.374,0.76,44.7,26.4,14.0,8.4,3.9,3.8,114.4,110.8,0.572,0.727,0.474,0.387,0.761,44.5,24.0,17.5,6.8,4.3,1.8,111.1,109.4,0.584,0,11/10/2022
139,88.0,,Golden State Warriors,Cleveland Cavaliers,22200182,106,101,0.364,0.475,0.359,0.797,39.5,27.3,16.0,7.0,3.8,-3.2,112.2,115.8,0.59,0.727,0.483,0.401,0.812,44.9,25.1,15.3,5.5,4.6,9.2,115.8,106.9,0.598,1,11/11/2022
140,89.0,,San Antonio Spurs,Milwaukee Bucks,22200180,111,93,0.417,0.469,0.379,0.721,39.9,28.9,16.4,7.4,3.9,-7.0,109.9,116.7,0.57,0.909,0.452,0.352,0.746,49.9,23.5,14.9,7.4,6.7,8.1,110.9,102.9,0.559,1,11/11/2022
141,90.0,,Los Angeles Lakers,Sacramento Kings,22200183,114,120,0.182,0.445,0.293,0.783,43.0,22.5,14.6,7.4,5.0,-8.0,103.2,110.9,0.537,0.4,0.477,0.369,0.771,39.0,26.4,14.0,6.6,3.4,-1.2,113.5,114.6,0.597,0,11/11/2022
142,91.0,,New York Knicks,Detroit Pistons,22200178,121,112,0.455,0.451,0.332,0.759,47.2,23.7,14.8,6.2,5.2,-2.4,109.1,111.8,0.549,0.25,0.425,0.327,0.784,43.9,20.5,14.4,6.4,3.9,-10.2,107.3,117.3,0.536,1,11/11/2022
143,92.0,,Boston Celtics,Denver Nuggets,22200176,131,112,0.727,0.483,0.388,0.847,41.0,25.7,13.7,5.4,5.6,4.5,117.6,112.5,0.617,0.727,0.501,0.42,0.738,44.7,28.3,16.2,7.6,4.0,2.3,114.6,112.0,0.601,1,11/11/2022
144,93.0,,Orlando Magic,Phoenix Suns,22200177,114,97,0.25,0.479,0.328,0.778,45.4,21.0,16.7,6.1,5.7,-3.6,109.5,113.0,0.578,0.727,0.474,0.37,0.825,41.5,28.2,13.6,8.2,5.7,9.3,115.3,106.2,0.583,1,11/11/2022
145,94.0,,Memphis Grizzlies,Minnesota Timberwolves,22200181,114,103,0.667,0.47,0.386,0.712,46.5,23.8,14.6,6.4,5.1,1.5,114.4,113.5,0.568,0.417,0.475,0.325,0.771,43.8,25.4,15.9,7.2,5.5,-1.7,110.0,110.9,0.573,1,11/11/2022
146,95.0,,Oklahoma City Thunder,Toronto Raptors,22200179,132,113,0.364,0.442,0.305,0.756,43.9,22.8,11.9,8.7,6.1,-2.2,107.0,109.4,0.528,0.583,0.451,0.361,0.771,44.6,24.5,12.4,10.9,6.3,5.6,114.2,108.7,0.556,1,11/11/2022
147,96.0,,Philadelphia 76ers,Atlanta Hawks,22200188,121,109,0.417,0.46,0.378,0.804,41.0,24.2,13.9,8.4,4.9,0.8,111.4,110.2,0.579,0.667,0.467,0.334,0.823,44.9,24.3,12.2,7.6,5.2,2.6,112.0,109.7,0.554,1,11/12/2022
148,97.0,,LA Clippers,Brooklyn Nets,22200184,95,110,0.583,0.477,0.336,0.738,42.6,21.6,15.8,7.6,5.6,-2.3,105.3,107.1,0.571,0.417,0.476,0.357,0.81,41.4,26.0,14.0,8.0,8.0,1.4,112.4,110.8,0.585,0,11/12/2022
149,98.0,,Miami Heat,Charlotte Hornets,22200189,132,115,0.417,0.449,0.338,0.867,40.4,24.6,13.8,8.3,2.8,-0.7,109.8,110.8,0.568,0.231,0.441,0.333,0.709,44.8,25.2,14.8,7.2,5.6,-5.0,105.6,111.0,0.53,1,11/12/2022
150,99.0,,Detroit Pistons,Boston Celtics,22200186,108,117,0.231,0.428,0.32,0.781,43.9,20.6,14.4,6.3,4.0,-10.1,107.6,117.5,0.539,0.75,0.489,0.391,0.84,41.6,26.2,13.2,5.2,5.6,5.7,119.4,113.2,0.621,0,11/12/2022
151,100.0,,Dallas Mavericks,Portland Trail Blazers,22200190,117,112,0.545,0.465,0.35,0.736,40.3,19.8,13.9,9.2,3.8,3.3,113.1,109.6,0.581,0.75,0.471,0.384,0.761,44.8,24.2,16.8,7.0,4.2,2.5,111.1,108.7,0.581,1,11/12/2022
152,101.0,,Indiana Pacers,Toronto Raptors,22200187,118,104,0.455,0.455,0.374,0.801,43.4,27.6,15.8,6.5,6.4,-1.1,114.0,115.2,0.576,0.538,0.449,0.362,0.765,44.1,24.1,12.6,11.1,6.1,3.7,113.9,110.2,0.555,1,11/12/2022
153,102.0,,Washington Wizards,Utah Jazz,22200185,121,112,0.5,0.472,0.314,0.8,45.0,23.8,14.2,5.6,5.9,-3.1,108.7,111.9,0.564,0.769,0.473,0.377,0.777,43.7,27.0,15.5,8.4,5.3,5.9,116.0,109.7,0.586,1,11/12/2022
154,103.0,,New Orleans Pelicans,Houston Rockets,22200191,119,106,0.5,0.479,0.372,0.763,44.9,25.9,14.3,8.0,4.0,2.6,113.3,110.9,0.569,0.167,0.433,0.354,0.767,44.9,21.4,16.9,7.7,4.7,-7.4,108.7,116.4,0.546,1,11/12/2022
155,104.0,,Philadelphia 76ers,Utah Jazz,22200195,105,98,0.462,0.467,0.376,0.805,40.2,24.2,13.7,8.5,4.9,1.7,112.0,110.0,0.584,0.714,0.472,0.375,0.782,43.5,27.4,15.2,8.1,5.2,4.9,115.6,110.4,0.585,1,11/13/2022
156,105.0,,Los Angeles Lakers,Brooklyn Nets,22200198,116,103,0.167,0.448,0.3,0.781,42.9,22.5,14.6,7.7,5.0,-7.9,104.2,111.6,0.54,0.462,0.477,0.365,0.8,41.4,26.1,13.9,8.1,7.8,2.5,112.3,109.8,0.586,1,11/13/2022
157,106.0,,Chicago Bulls,Denver Nuggets,22200196,103,126,0.462,0.464,0.365,0.852,43.1,24.0,15.4,8.0,5.8,1.6,110.1,108.5,0.574,0.667,0.497,0.419,0.743,44.4,28.3,15.4,7.3,3.8,0.6,115.1,114.2,0.597,0,11/13/2022
158,107.0,,New York Knicks,Oklahoma City Thunder,22200192,135,145,0.5,0.451,0.325,0.777,47.2,23.6,14.5,6.3,5.0,-1.5,110.1,111.8,0.551,0.417,0.451,0.315,0.756,43.7,23.4,12.5,8.8,6.1,-0.5,108.6,109.4,0.538,0,11/13/2022
159,108.0,,Cleveland Cavaliers,Minnesota Timberwolves,22200193,124,129,0.667,0.476,0.39,0.805,45.1,25.1,15.2,5.6,4.5,8.0,114.9,107.0,0.589,0.385,0.475,0.326,0.777,43.2,25.8,15.9,7.4,5.4,-2.4,109.9,111.6,0.574,0,11/13/2022
160,109.0,,Sacramento Kings,Golden State Warriors,22200197,122,115,0.455,0.48,0.366,0.777,39.1,26.5,14.1,6.9,3.5,-0.5,114.1,114.6,0.599,0.417,0.476,0.364,0.797,39.9,27.5,15.9,6.8,3.8,-2.6,111.9,114.9,0.591,1,11/13/2022
161,110.0,,Washington Wizards,Memphis Grizzlies,22200194,102,92,0.538,0.474,0.326,0.804,45.0,24.1,13.7,5.7,6.1,-2.2,109.5,111.8,0.568,0.692,0.473,0.374,0.711,46.7,24.0,14.6,6.5,5.0,2.2,114.8,113.2,0.569,1,11/13/2022
162,111.0,,Golden State Warriors,San Antonio Spurs,22200205,132,95,0.385,0.475,0.362,0.805,40.0,27.4,16.1,6.7,3.8,-2.9,111.8,115.1,0.591,0.462,0.472,0.379,0.729,40.7,28.5,16.6,7.1,4.6,-5.2,110.2,115.2,0.573,1,11/14/2022
163,112.0,,Boston Celtics,Oklahoma City Thunder,22200201,126,122,0.769,0.484,0.39,0.843,41.7,26.3,12.7,5.3,5.5,6.0,119.4,112.8,0.617,0.462,0.464,0.33,0.767,43.0,23.8,12.8,8.7,5.9,0.3,110.6,110.7,0.553,1,11/14/2022
164,113.0,,Orlando Magic,Charlotte Hornets,22200200,105,112,0.308,0.483,0.339,0.782,46.0,21.2,16.6,5.8,5.6,-2.0,110.5,112.4,0.583,0.214,0.446,0.33,0.718,44.2,25.2,14.6,7.0,5.4,-5.9,106.1,112.2,0.535,0,11/14/2022
165,114.0,,Miami Heat,Phoenix Suns,22200202,113,112,0.462,0.455,0.343,0.867,40.7,25.2,13.6,8.2,2.9,0.7,111.2,111.0,0.574,0.667,0.467,0.364,0.828,41.4,27.9,13.5,8.1,5.6,7.1,114.4,107.5,0.575,1,11/14/2022
166,115.0,,Houston Rockets,LA Clippers,22200203,106,122,0.154,0.438,0.352,0.768,44.7,21.6,17.6,7.7,4.6,-7.8,108.4,116.5,0.55,0.538,0.471,0.337,0.742,42.9,21.7,16.0,7.4,5.7,-3.3,104.6,107.5,0.566,0,11/14/2022
167,116.0,,Detroit Pistons,Toronto Raptors,22200199,111,115,0.214,0.427,0.328,0.785,44.3,20.8,14.4,6.2,4.0,-10.0,107.7,117.7,0.54,0.5,0.445,0.35,0.767,44.0,23.4,12.6,11.1,6.2,2.4,113.1,110.6,0.55,0,11/14/2022
168,117.0,,Milwaukee Bucks,Atlanta Hawks,22200204,106,121,0.833,0.441,0.345,0.746,49.8,23.4,15.1,7.4,6.5,6.0,109.7,103.8,0.548,0.615,0.466,0.329,0.826,44.7,24.0,12.7,7.3,4.9,1.5,111.7,110.5,0.553,0,11/14/2022
169,118.0,,Sacramento Kings,Brooklyn Nets,22200210,153,121,0.5,0.484,0.371,0.768,39.4,26.8,14.2,6.9,3.3,0.1,114.4,114.3,0.6,0.429,0.475,0.359,0.798,41.5,25.9,13.9,7.9,7.6,1.4,112.1,110.5,0.583,1,11/15/2022
170,119.0,,Utah Jazz,New York Knicks,22200208,111,118,0.667,0.467,0.37,0.767,44.0,27.2,15.4,7.8,5.1,4.1,114.7,110.2,0.577,0.462,0.454,0.325,0.788,46.0,23.6,14.3,6.7,4.8,-2.1,111.3,113.5,0.555,0,11/15/2022
171,120.0,,Portland Trail Blazers,San Antonio Spurs,22200209,117,110,0.692,0.469,0.387,0.762,44.9,24.0,16.5,6.9,4.0,2.0,111.6,109.7,0.582,0.429,0.463,0.369,0.726,41.5,27.7,16.7,7.0,4.7,-7.4,109.0,116.3,0.562,1,11/15/2022
172,121.0,,Dallas Mavericks,LA Clippers,22200207,103,101,0.583,0.468,0.348,0.741,40.5,20.4,13.7,9.1,3.7,3.4,113.9,110.3,0.586,0.571,0.473,0.34,0.747,43.0,21.9,16.0,7.3,5.5,-1.9,105.8,107.3,0.572,1,11/15/2022
173,122.0,,New Orleans Pelicans,Memphis Grizzlies,22200206,113,102,0.538,0.479,0.365,0.774,44.2,26.1,14.1,8.3,3.8,3.4,113.7,110.5,0.571,0.643,0.467,0.371,0.711,47.0,23.8,14.8,6.6,5.1,1.3,113.2,112.4,0.561,1,11/15/2022
174,123.0,,Phoenix Suns,Golden State Warriors,22200220,130,119,0.615,0.469,0.366,0.823,42.0,27.6,13.6,8.3,5.5,6.5,115.0,108.7,0.574,0.429,0.48,0.373,0.813,40.0,27.9,15.8,6.8,3.8,-0.1,113.1,113.6,0.598,1,11/16/2022
175,124.0,,Orlando Magic,Minnesota Timberwolves,22200212,108,126,0.286,0.477,0.343,0.785,46.3,21.4,17.1,5.6,5.7,-2.4,110.5,112.7,0.579,0.429,0.481,0.335,0.773,43.5,26.1,15.7,7.2,5.3,-1.9,111.3,112.4,0.58,0,11/16/2022
176,125.0,,Milwaukee Bucks,Cleveland Cavaliers,22200216,113,98,0.769,0.439,0.337,0.75,49.5,23.2,15.2,7.1,6.3,4.4,109.3,105.0,0.546,0.615,0.474,0.399,0.792,44.7,24.9,14.8,5.6,4.2,7.0,115.5,108.8,0.588,1,11/16/2022
177,126.0,,Dallas Mavericks,Houston Rockets,22200218,92,101,0.615,0.466,0.352,0.736,40.1,20.5,13.7,9.4,3.5,3.3,113.6,110.0,0.584,0.143,0.439,0.349,0.754,44.3,21.5,17.3,7.9,4.5,-8.4,108.2,116.8,0.549,0,11/16/2022
178,127.0,,Atlanta Hawks,Boston Celtics,22200214,101,126,0.643,0.466,0.33,0.83,44.7,23.9,12.4,7.1,4.9,2.4,112.3,110.0,0.554,0.786,0.484,0.382,0.842,41.7,26.0,12.7,5.9,5.5,5.8,118.8,112.5,0.614,0,11/16/2022
179,128.0,,Denver Nuggets,New York Knicks,22200219,103,106,0.692,0.504,0.423,0.748,43.8,28.6,15.5,7.5,3.7,2.3,115.9,113.3,0.605,0.5,0.456,0.326,0.786,45.7,23.7,14.3,6.9,4.6,-1.5,111.5,113.1,0.556,0,11/16/2022
180,129.0,,Charlotte Hornets,Indiana Pacers,22200211,113,125,0.267,0.448,0.321,0.729,43.8,25.0,14.5,7.5,5.5,-5.0,106.7,112.1,0.537,0.5,0.459,0.38,0.796,43.9,28.0,16.2,6.3,6.4,0.2,114.1,114.2,0.581,0,11/16/2022
181,130.0,,Washington Wizards,Oklahoma City Thunder,22200213,120,121,0.571,0.47,0.34,0.784,45.2,24.2,13.8,5.9,6.1,-1.3,109.0,110.5,0.566,0.429,0.465,0.333,0.771,43.2,23.4,13.2,8.3,5.9,0.0,110.4,110.8,0.555,0,11/16/2022
